filename,duration,transcription
bellingcat-tool/amazonfinds/media/7069277965665717547.mp4,55," The best thing TikTok could have showed me is that lash lift kits exist, okay? And don't, please excuse my paper, my knockoff plastic wrap paper. Um, the lash kits I used before, I used a size small for like the curler pad. So I used a size small this time, but this lash lift kit is on some other stuff because a small gave me this. And it looks fine here, but let's say like I left the slightest bit up. I know y'all see that, how it clashes into my... What am I gonna do? Everyone is literally taller than me and all they're gonna see when I'm talking to them and looking up is this. Mmhmm. Wait, should I cut the ends of my lashes? That's a part."
bellingcat-tool/amazonfinds/media/6983995882907634949.mp4,14," Okay, okay if you're asking if it was a necessary purchase, I don't really have an answer for you buddy But if you're asking if I think everybody on this planet just needs one of them Answers a little obvious"
bellingcat-tool/amazonfinds/media/7188995326966074666.mp4,12, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7251758722911849771.mp4,8," I wanna feel, feel, feel, wanna taste, taste, taste, wanna get you going"
bellingcat-tool/amazonfinds/media/7214983125909130539.mp4,72,
bellingcat-tool/amazonfinds/media/7274617537231342891.mp4,27, Matthew got stained glass light bulbs for our boring ass decor in the kitchen and we're gonna put them in and do a full reveal. So pretty! Okay put her in. We turned off the light so we can get our live reaction of what it looks like when they're turned on. Are you joking? You're kidding! You're kidding!
bellingcat-tool/amazonfinds/media/7268344862683024682.mp4,54," Me sero tralla champañca quiero complacé la bebiziá trar Ya me vieron al bailar con el pazos que carlo orea panta ya La mora de calidad con una sinturista de gusta periar La niña me veza y veza fresa, saburrpreza quiere vella quier Como la vema camara, si no vamos palar verca Que se quite la ropa cara, a firma le carnal Tograndos corona, me gusta al alco la plebaya Por asresitas opera, que se quite la ropa cara Aquí no le vacamos, siempre verdicando OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH"
bellingcat-tool/amazonfinds/media/7212576931223522565.mp4,6," It's me, the mother, it's me, it's me Mr. Bombastic Bomba Fantas"
bellingcat-tool/amazonfinds/media/7206077525858995499.mp4,41," Welcome to buying outraged stresses from amazon part one. I'd consider this a little outrageous. Um guys This is so It's beautiful And it's so much I think I have to try it on i'm gonna i'm not gonna lie to you. I've had this for two years Try it on once Let me know if you want to try it on again Um, but yeah, i've had this one This is the um inspiration for this new journey, this is crazy. I cannot believe This came from amazon wow, oh my god"
bellingcat-tool/amazonfinds/media/7302853217405226272.mp4,61," say yes gestation an Amazon Faith's n Philips to push you over the river. These are the places to serve, that keep your food free and are your mental health, so that you don't lose it. This is a road to the poor people who call you in your car to go uniformly to all the poor people at home. This is a uniformity. This is a big territory that goes where no one else goes, what makes the most of the things. This is a place to sell food. Everyone has to go, and then they can spend the money without the money. This is a place to help you to bring free food to your house. It includes a place to buy food and free food. This is a dispenser of food that keeps your food, your life, with free food, from being left alone."
bellingcat-tool/amazonfinds/media/7169296646143003946.mp4,12, I can have my Gucci on I could wear my Louis Vuitton But even with nothing on That I made you look
bellingcat-tool/amazonfinds/media/7046098049415875846.mp4,21, If you feel it
bellingcat-tool/amazonfinds/media/7000926248541228293.mp4,14, I'll see you guys next time.
bellingcat-tool/amazonfinds/media/7064010203603356975.mp4,29, third sweet designing I have three beautiful
bellingcat-tool/amazonfinds/media/7294060060580285702.mp4,116," Best part about moving out is you get to choose all the decorations and no one can say anything. I have always wanted a pink themed bathroom. So the first thing I did was change the walls because I did not like this color that was going on. Going with white was the right decision because it just gave it such a clean, open feeling. I am not the best painter whatsoever so I did have to scrub a lot off the sink. But it's okay because everything was due for a good cleaning anyways. How cute is this soap dispenser? It came in a set off of Amazon. Kind of hard finding pink accessories actually. Took me quite a while to collect all these items you see in the video. This shelf unit is so cute. It actually came with the apartment. I decided to make a pink box just filled with like random pink items. Philosophy Body Care has been my newest obsession. They're so pretty and pink and like I don't even want to use them but they smell so good. Everything else you see here probably came from Amazon. And then I had to start scrubbing the floors. It took a while but we did it. I made sure I disinfected everything. The tub was a literal mission to scrub. I added this really cute pink shower mat that I got off of Amazon. This shower caddy is from Walmart by the way. Favorite high end shampoo and conditioner at the moment is the Amika Mirror Ball line. Scalp scrubbers are a game changer. Do not buy shower caps from the dollar store. I threw this out a few days later. I got a new one. You guys will see in the end but now it's time to put on the curtains. I'm obsessed with the ones that I chose. I got them off of Amazon. I got these adorable artworks from the thrift store. High maintenance? You say it like it's a bad thing. Just putting down the rest of my accessories. This was so satisfying for me. And the mats are also from Amazon. This little towel holder came with the apartment as well. It was just so cute I had to keep it. Towels are from Amazon as well. The final result is actually a few months lived in so you'll see it's a little bit different. But I am obsessed with my washroom. Everything about it I just... I love it. It's pink, it's girly, it's me. Anyone who comes over is immediately obsessed with my washroom. Ah and there's a new shower cap I got. This one actually fits all of my hair. And that's actually a traced painting I did years ago of Barbie. I'm extremely satisfied."
bellingcat-tool/amazonfinds/media/7058756853429341486.mp4,25, Thank you.
bellingcat-tool/amazonfinds/media/7117436460256529707.mp4,11," Random Amazon finds it just snapped. This gadget lets you easily plug in up to six plugs and two USB cables, has wide spacing so you don't have to struggle with big adapters, and has a nightlight in case you're afraid of the dark."
bellingcat-tool/amazonfinds/media/7354506325298171182.mp4,0," I ain't got my eye on you Keeping hypnotized by you, yes Ain't in here tryna find my dude I take it you just like the way I wind behind you How I wind behind you, way I wind behind you How I wind behind you, way I wind behind you, yeah"
bellingcat-tool/amazonfinds/media/7251646397949218054.mp4,69, Oh Oh You
bellingcat-tool/amazonfinds/media/7275018419949407521.mp4,63," Amazon home finds. If your partner sleeps cold but you sleep hot, then this duvet is split down the middle and has a hot and cold side so you can cuddle at night. This is an at-home McMuffin maker. It comes with everything you need and means you can make a McMuffin even if you live miles away from McDonald's. This is the world's first reusable notebook. Just write like normal, then scan the page to upload it to Google Docs and write to reuse again. This suitcase has a built-in motor and uses AI to follow you so you don't have to carry it. This human dog bed is the best way to take a nap or watch TV. These red light stickers cover those annoying lights that keep you up at night. This smart bin automatically seals the bag and when you lift it out, it lines itself with a new one. This is a bed tent and it's the perfect way to get more privacy or make date night more cosy. This handheld gadget grips onto plates and spins them around to get them clean. This is a time locking safe container. It locks away anything you're addicted to for up to 10 days. This is a wearable sleeping bag and it's great for staying warm whilst doing your daily tasks. This is a remote retriever. Just stick this to your remote, this to your TV and when you press it, it cools the remote so you can find it. These are NFC tags and you can program them to share your Wi-Fi code with just a tap. This rotating drum grater makes it easy to slice and grate cheese."
bellingcat-tool/amazonfinds/media/7046889698278509870.mp4,15, I'll see you guys in the next video. Bye.
bellingcat-tool/amazonfinds/media/7246130794316516634.mp4,24," How many products do you need to make this box? This ventilator extra so that you don't have to have a cat in it, three times as intense as the pantry of the temperature. A silicone fund to make you have to have a good"
bellingcat-tool/amazonfinds/media/6822694507797040389.mp4,22," Amazon favorites, part 27. This acrylic tissue box. This organizer for Q-tips and cotton pads. This cereal dispenser is a fun way to grab your breakfast every morning and it looks really cool on your countertop. These glasses for coffee drinks or smoothies. This Himalayan scrub is an amazing exfoliator that I use all over my body. And lastly, this brush to lengthen and separate my eyelashes."
bellingcat-tool/amazonfinds/media/7264730735444053290.mp4,66," Top 15 Amazon products for August. This is a lazy susan which makes it easy to pass food around your kitchen table. This is an indoor bed tent that has roll-up windows and a mesh so you can keep out bugs. This gadget lets you connect air pods or other headphones to the audio plug on airplanes. This is a citrus trimmer which gets all of the juice out of fruit and it can plug stuff too. These coasters fit inside your cup holders which is a great way to keep your car clean. This is the brightest flashlight in the world which can light up an entire dark room and make it look like the lights are on. This trash can has a built-in compactor which helps you save money on trash bags. This gadget plugs into your car's outlet and gives you a touch screen with apple carplay and android auto. This bottle washer sticks on the side of your sink and makes it easy to clean any type of cup. These toilet seat covers are machine washable and super soft so you're more comfortable on the oval office. This is a locker for people who are addicted to their phones and it only opens up when the timer goes off. This is a self-extinguishing candle so you don't have to worry about burning your house down. In one inch is about 20 minutes of burn time. This gadget looks like a regular can but it has a secret compartment so you can hide your valuables where no one can find them. This is a folding board which lets you fold clothes perfectly like they do in store. This is an lol stamp which covers up personal information on pill bottles, packages, and even documents."
bellingcat-tool/amazonfinds/media/7203882761931803947.mp4,105," Everyone's always asked me what I used when I did the Cassie makeup looks from Euphoria And this is what I use I use these lip tints And I've been seeing them all over my for you page And I haven't used them literally since I've done the Cassie looks so let's do them today that we're going out or whatever Honestly, I have no idea which one I want to do I've never done the orange one before the one that I would use for the Cassie looks was this one right Here so I know she's good. Maybe we should do the red Maybe give a little red vibe, so I got this literally for like a dollar but it was at this like lost Amazon packages store and It comes with this little applicator. It's like a little rubber one and Personally I like to use it more like this It's easier than dragging this along because it does dry super fast, but I'm gonna put them first like this oh Shoot, I'm scared. I always get this on my teeth because I'm always talking. Oh my god. Oh my god. What is that? What is that? Yes, is that so now with this applicator? You can it's a little bit more precise. Oh my god if you look over there That's not a mocha girl. That's just my nose being scarred from my freaking nose piercing I'm also gonna go get a new nose piercing today. Oh, let me know what you guys recommend getting those piercings They're like last long cuz these ain't it Okay, we would have good thick layer now. We're gonna let this dry oh my god Okay, it is freaking ready my teeth are priced in but let's peel this off He's gonna do it with the rag I'm gonna have to wash my teeth. Oh, okay. I cleaned up my freaking teeth and I'm gonna put a little bit of lip gloss Looks pretty cute. It's good. Steam well. It's gonna wear down, so it's not gonna be this bright This is what it looked like my mom's already rushing because I'm always freaking late for everything, but this is the final What do you guys think should I try more colors? Let me know what colors I should try"
bellingcat-tool/amazonfinds/media/6841690302911155462.mp4,19," Lip Shaped Beauty Product. This is a lip scrubbing tool. This mitt removes lipstick, you just swipe it across your lips. Black Lip Masks. This makeup applicator. Lip Plumping Capsules, which you know I love. This is a lip scrub. And blue lip masks."
bellingcat-tool/amazonfinds/media/7086348119192931590.mp4,12," I'm sorry, not everybody can fit in the backbits genre. It's a genre. Not everybody can fit in the rasta."
bellingcat-tool/amazonfinds/media/7143016096965299502.mp4,24, Three random Amazon finds it just stuck. This gadget lets you easily plug in up to six outlets from the side so you don't have to struggle with bent cords and is perfect behind dressers or nightstands. This container lets you keep a bag of sliced bread fresher for longer. You can store it on the counter or pantry and makes it super easy to dispense one slice at a time. And these silicone trivets come in a pack of two and can protect your quartz countertops and other surfaces when placing hot dishes.
bellingcat-tool/amazonfinds/media/6983408519240273157.mp4,12," No, man, you trust me And I rest in my course But whenever ever ends Cause I'd have all the money in the world If I was a wealthy girl Hands on my knees, shaking hands on my thighs"
bellingcat-tool/amazonfinds/media/6986380981796113669.mp4,43," So I try to stitch this person's video but you can't stitch or duet. I watched this video on TikTok about this portable fan. I watched it for all of five seconds before I hopped on Amazon and purchased it for Cody. It's rechargeable with a type C charger. It has three settings. Low, medium, high. I stole it from Cody so I could show you but basically you pop it on your loop, you turn on whatever setting you want, and then you just stick your shirt through here and now you have cold air circulating throughout your shirt and it cools you off. Not sponsored but he loves it. We got it on Amazon for $29.99."
bellingcat-tool/amazonfinds/media/6867586264753868038.mp4,40, I miss my
bellingcat-tool/amazonfinds/media/7141193172570492187.mp4,10, it's going down
bellingcat-tool/amazonfinds/media/7128797370938068266.mp4,24,
bellingcat-tool/amazonfinds/media/7280445855784504622.mp4,70, TAB! SHOOT! TAB! SHOOT! TAB! SHOOT! TAB! SHOOT! TAB! TAB! TAB! Perfect score! TAB! TAB! SHOOT!
bellingcat-tool/amazonfinds/media/7192334670749617450.mp4,44, Thanks for watching.
bellingcat-tool/amazonfinds/media/6850140742698962181.mp4,58," And then things I got off Amazon for 25. First I got this gold eye mask treatment and it makes your eyes feel so, so good. And if you lack sleep like me, it's supposed to help with deep puffiness. Sensory rings, which are really good for anxiety. So you can basically play around with them on your finger. And I got this 30 pack for $10. I've been watching way too much Criminal Minds during quarantine. So I got this cold case files and it gives you all the information, like the victim and everything. And you try to solve the crime basically. And I'm no Spencer Reed, but you know, I try. I love rings so much. So I got this little smiley face ring and I got it from a pinky. I think it's really cute. This is like an on the go soap dispenser. So basically it just pops out a little piece of soap. And once you get it wet, it turns into soap and you can wash your hands anywhere. Cause you know, we don't like Corona. It's got this four pack so you can keep them in all of your bags. For this one, I'm really trying to get in shape. So I got these resistance bands and they come in all different strength levels or whatever you want to call it. And it's a really good workout and it makes you so sore. This is a heated eyelash curler to make your eyelashes all long. And then you can put some mascara and your eyelashes will be pop and let me tell you. And then I got some bulb lights to put around my pool. I think they're really cute. And at night, especially. You can also put them around your room or your house. Okay, bye."
bellingcat-tool/amazonfinds/media/7236601448266534186.mp4,62," 7 weird things on Amazon that make me feel better. Number 3 is my cervical traction device that you can lay on to help your neck and shoulders feel better. I need that! My neck has been so sore for a couple weeks now and after laying on this and letting it stretch me out, I honestly feel a lot better. I'm so happy for you! Number 3 is my pinpoint massager that helps me get awesome leverage on random places all over my body. It's super effective and feels awesome. That's not cute. Number 3 is my ice hat that gives me instant relief on all types of headaches, especially migraines. No way! The gel adapts to the temperature around it, which means it stays really cool and the hat is flexible enough to fit on the biggest of heads. That's a relief! Number 3 is my lower back stretcher and because I'm getting older and I sit most of the time, my lower back is so tight. So I started using this for about 5 minutes a day and at first it was crazy how bad it hurt, but then it started feeling better and now I can play with my kids more. Nice! Number 3 is my lotion applicator that helps me reach places on my back that I normally can't reach. I like it so much that I even named it. Great name! Number 3 is my neck stretching device that helps me elongate my spine and at first I thought it was weird, but then I saw the reviews and man, they speak for themselves. Okay, thanks for watching! Love you, bye!"
bellingcat-tool/amazonfinds/media/7173009734352637227.mp4,10, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7119927802496929070.mp4,59," These are the products for the most beautiful things that I have ever seen. Oh, I got a satisfaction, how could I? I bought them and we will try them out. These are the products that are coming from the market here. I bought them on Amazon, I didn't know they were the best, but I liked them because I said that they would have been there. I bought them, I think I could see more videos from them and there were other ones too, I bought them on Super Lindo and I bought them on this one. So, what good problems did we have? This is the product and if it really is the best... Look at the impact it has on the product and if it really is the best. So, what good problems did we have? Look at this... I have a little bit of the lute so that it will... And definitely... This is the one in the sun. I have a little bit of the lute too."
bellingcat-tool/amazonfinds/media/7183774279954205994.mp4,89," I put your picture on my mirror Start to blush when somebody says your name In my stomach there's a pain See you walk in my direction, I go the other way I start to stutter when I speak Try to stand but my knees go weak What's happening to me? In the dark can you tell me what it means? I laid my head on my pillow Staring out the window Show my star for a sign It's the reason why You always look my way And you come around like it's shy Baby when I see you When I see you Baby when I, yeah Never know when it might walk by So I gotta be right with you When I see you When I see you I scribble X and O's in my notebook Checking how my hair and my nails look I feel myself in the zone I get nervous when you call So I say I'm not home I see your face and I hear my favorite song Should I send an email at home? You're the number one topic on the phone I wonder if you know Do you have a clue? I lay my head on my pillow You got me staring out the window Show my star for a sign What's the reason why? You always look my way And you come around like it's shy"
bellingcat-tool/amazonfinds/media/7063234607361199407.mp4,59, We're going lunch! Thank you.
bellingcat-tool/amazonfinds/media/6993401583690206470.mp4,19, Ayo rich cat check! Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow. I am spoiled kitty. I'm a kitty who takes everything for granted. I love you dog.
bellingcat-tool/amazonfinds/media/7122922207663361326.mp4,42,Music Let me do you like a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a- a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a
bellingcat-tool/amazonfinds/media/7016807494743788805.mp4,10, What I ordered from Amazon versus what I got part 2.
bellingcat-tool/amazonfinds/media/7236552159960042798.mp4,14," Amazon favorites that are back in stock. So the last time I showed my favorite little cable zipper on here, you guys immediately sold it out, but it's finally been restocked on Amazon. And the way it works is, you just grab your bundle of cables, put the clip tool over them, and just slide it down into the sleeve like a zipper to instantly streamline your cords."
bellingcat-tool/amazonfinds/media/7165359006372875562.mp4,25," Three random Amazon finds just stuck. This digital alarm clock has an LED light, fast wireless charging, three brightness modes, and you can even remove the clock from the base and take the light with you. This pillow of the future lets you sleep on your back, side, and even stomach so you can wake up feeling more refreshed and can throw your old pillow out the door. And this outlet timer will automatically turn off hot tools like hair straighteners and clothes irons based on the time you set so you don't have to worry about accidentally leaving it on when you leave."
bellingcat-tool/amazonfinds/media/7031732145718693167.mp4,28, What I ordered versus what I got
bellingcat-tool/amazonfinds/media/7253096954111053102.mp4,10, Winter
bellingcat-tool/amazonfinds/media/7263621298067213614.mp4,4," Whaat, it's just an ordinary crabby? OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO"
bellingcat-tool/amazonfinds/media/6987599676090502406.mp4,17, Trust me when I say road trips have never been the same since we found this. This backseat air mattress fills up your entire backseat and utilizes your floorboard to make it completely level. It comes with a pump that plugs into your cigarette lighter that can inflate this entire mattress in less than a minute. They have so many different sizes depending on your car and it comes with two pillows.
bellingcat-tool/amazonfinds/media/6980534402212171014.mp4,25," Hi, my name is Vanessa and I'm a housekeeper. And these are three things that I do when I first get to a house. Let's go. First, I open the blinds. Nobody wants you to clean their house in the dark. Two, I get all my bags ready. One is my trash bag and then the two other are for dirty rags. Let's keep it sanitary, people. The bathroom rags go in one bag and then the others go in the other. And three, I put a new mop head on my mop. How pretty."
bellingcat-tool/amazonfinds/media/6959343081737030917.mp4,18," Here are my top 3 cool Amazon finds. First up are my suction seal silicone covers that will help keep foods fresh and prevent spilling. Next is my cool alarm clock that doubles as a phone charger and projects the time to any wall or ceiling for easy, stress-free viewing. And lastly is my nail trimmer of the future that trims nails neat and smooth and is also very satisfying."
bellingcat-tool/amazonfinds/media/7284644121925438763.mp4,16, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7314721789253324075.mp4,16, Thank you for watching!
bellingcat-tool/amazonfinds/media/7247615001245060394.mp4,16, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7166943254817262894.mp4,9, Thank you for watching.
bellingcat-tool/amazonfinds/media/7078359177961377070.mp4,9," I don't know about y'all, but this ship..."
bellingcat-tool/amazonfinds/media/7333061729452166446.mp4,66," Amazon Stanley Must Haves. This leak stopper comes in a set of two and keeps water from pouring out the top. Attach both pieces to the inside of the lid so you don't have to worry about spills next time your Stanley accidentally tips over. These nameplates are from a small business on Amazon and can be customized with up to 10 letters. They fit perfectly over the top of a lid and come in various sizes to fit different sized tumblers. These straws are made of glass and have a unique shape that helps prevent wrinkles when you drink out of them. They come in a two-pack with a cleaning brush and make water taste so fresh. These cups attach to the side of your Stanley lid so you have a perfect spot for your favorite dipping sauces while on the go. They fit standard fast food sauces and come in a set of two. This strap has a magnetic attachment that holds your cell phone. It can be used with a thin case, a mag-safe case, or even no case at all. It keeps your phone strongly secured and is great for taking to workout classes or for holding your phone while in the car. This silicone strap slides onto the top of a tumbler and acts as a carrying strap. It makes it easier to carry and can even be attached to a backpack, travel bag, or stroller to keep it hands-free. And this large capacity snack tray comes with a lid so you can keep your snacks covered. It's dishwasher safe and slides right over the top. All of these are on my Amazon storefront and my LTK."
bellingcat-tool/amazonfinds/media/7249490210021526790.mp4,0, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7114075789196512558.mp4,14," Random Amazon finds it just slap. These look like regular labels but they're 100% dissolvable and perfect for reusable containers and for writing expiration dates for your favorite foods. They dissolve in water in 30 seconds and the best part is, they don't leave any sticky residue."
bellingcat-tool/amazonfinds/media/6882443078553177349.mp4,13," Four safety items every girl should have. First is a personal sound alarm you can attach to your keys. Just pull the chain and the alarm will go off. This looks like a normal flashlight, but it also has a taser in it. The third thing is a pepper spray that's good to have just in case it sprays up to 10 feet. Lastly is this portable door lock. It prevents anyone from going into your apartment or Airbnb, even if they have a key."
bellingcat-tool/amazonfinds/media/7256916782835944746.mp4,13," My three-year-old says her room isn't dark enough even though she has blackout blinds and blackout curtains, so I found this on Amazon. It is the darkest shade I have found, and all you have to do is apply Velcro to your window and it sticks right on."
bellingcat-tool/amazonfinds/media/6907773717397507333.mp4,15," Okay, okay, if you're asking if it was a necessary purchase, uh, I don't really have an answer for you, buddy. But if you're asking if I think everybody on this planet just needs one of them, the answer's a little obvious."
bellingcat-tool/amazonfinds/media/7366105399704964394.mp4,0," Is that me? Is that so? Move it up, down, left, right, oh Switch it up like Nintendo So you can see that we all know Is that me? Is that so? Oh, you should Is it that's me? I guess so I'm working late Cause I'm a singer Oh, you look so cute Wrapped from my finger My twisted humor Making love so often My honeybee Come and get this pollen Too bad your ex don't do it for you Walk in and drink and you truly for you Soft skin and I bust you in it for you Oh, oh, oh, oh, oh, oh, oh, oh I know I'm not in too for you That moon and coffee, booty for you Won't touch and I'm burning water for you Now here Thinking about me every night Oh, is that me? I guess so So you can see that we all know Is that me? Is that so? Move it up, down, left, right, oh Switch it up like Nintendo So you can see that we all know Is that me? Is that so? Thinking about me every night, oh Is that me? I guess so So you can see that we all know Is that me? Is that so? Move it up, down, left, right, oh Switch it up like Nintendo So you can see that we all know Is that me? Is that so? Is that sweet? I guess so Mmm That's that me is my soul Thanks for watching!"
bellingcat-tool/amazonfinds/media/7363427600489991470.mp4,110," When I was in Brazil, I'd walk around the favelas, which are like the really poor spots, and these girls who did not have the money to be going to salons all the time had these gorgeous, beautiful, long curls, and now I know the secret. So I've tried the blue one from Scala, and I've also tried the orange one from Scala, but then look at the results the girls are getting when using the yellow one. So I bought it, and we're gonna see if this is the best one out of all of them. By the way, my hair is fully washed. Let's zoom in, and let's test her out. Y'all saw in that we're gonna talk ingredients, and when comparing all three, the orange one has the most moisturizing ingredients because the yellow one, the only three that stand out for me are shea butter, a fruit oil, and then a fruit extract. So the yellow one does retail for $9. They're all pretty cheap. Alright, vamos a ver. Oh, that instant shine. Oh wow. Oh, wait. Oh wow. That's funny that it's giving me that shine. Maybe it's the oil that it's using in this one that maybe might be stronger than the other two. Yeah, all I see, let's put it all together. It's the shine from you guys, and I want y'all to see what I'm talking about. With Scala, my hair without Scala. Boom. This is her fully styled. I want to dry her up, and I want to see if this is the best Scala out of the three because the shine, I'm excited to see what this looks like dry."
bellingcat-tool/amazonfinds/media/7302788729134009633.mp4,64," Creatures of Amazon proudly eating this food as a nurse water- crowdfunding culture the results ofitement this remarried Aperitif is delicious! so, it requires a bit of tools this is aalonftime expert dedicated to helping you to make the soup of your life and the sorts of food these ingredients are swings of the programme that can allow you to provide significantly get off from game items like some regular Radiation which helps you with your life this intelligent menu automatically falls down when you are in the water and the rain falls towards you. This is a holograph to discover the cafe and also for the night. This special step will take the light of the fire and facilitate the light of the water from the bottom. This is a false rock with a secret compartment where you can find the houses of your house for almost 100 years. If the walls of the house are empty, you can take this clip, which will help you maintain your pain for more time. This is a torch for the rock that will make the rock fall from the water and it will"
bellingcat-tool/amazonfinds/media/7173313973016612142.mp4,18, Fre Ford Warners Rock'n Around Christmas Tree at the Christmas Party Hop Mistletoe On Where you Cancy Every Duck or patrons
bellingcat-tool/amazonfinds/media/7229126958016253227.mp4,16, What the? What is that? Oh my God. Stop it. Wow. I'm not. It's already all sliced. I'm not momming correctly.
bellingcat-tool/amazonfinds/media/6934716841579285765.mp4,16," This is the SwitchBot and it's perfect for anyone who's tired of getting up to turn off their lights. Once connected to the iPhone app, you stick it below a light switch using the adhesive on the back and then with one tap, you can turn the light on. I love it because I can turn my lights on from my bed so I don't have to get up in the dark."
